year,season,league_name,week,team_1,team_2,Blue,Red,MH,PB,Start,HL,set_number
2020.0,summer,TPL_a,1,FB.A,IWC.A,IWC.A,FB.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230268?gameHash=1df302dd22e40f1c&tab=overview,https://youtu.be/BvxXrUdMrLU?t=1,https://youtu.be/BvxXrUdMrLU?t=474,https://www.youtube.com/watch?v=CLFE_edmQTg,1.0
2020.0,summer,TPL_a,1,DP.A,AUR.A,AUR.A,DP.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230279?gameHash=d3455cbbaa4ff92d&tab=overview,https://youtu.be/kfCgwT_YN34?t=1,https://youtu.be/kfCgwT_YN34?t=403,https://www.youtube.com/watch?v=k6xE8VaJceY,1.0
2020.0,summer,TPL_a,1,GAL.A,BJK.A,BJK.A,GAL.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230301?gameHash=e1e61d7462a961e8&tab=overview,https://youtu.be/vTn-BUnjAlQ?t=1,https://youtu.be/vTn-BUnjAlQ?t=456,https://www.youtube.com/watch?v=hSFTbabt_Rk,1.0
2020.0,summer,TPL_a,1,GS.A,5R.A,5R.A,GS.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230325?gameHash=3f84c7ee9eab490b&tab=overview,https://youtu.be/EPZAyXGtoHk?t=1,https://youtu.be/EPZAyXGtoHk?t=424,https://www.youtube.com/watch?v=RDOwh4FuHeo,1.0
2020.0,summer,TPL_a,1,RY.A,SUP.A,SUP.A,RY.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230341?gameHash=b11c092c0040cd83&tab=overview,https://youtu.be/LzkBmJIcr3k?t=1,https://youtu.be/LzkBmJIcr3k?t=358,https://www.youtube.com/watch?v=ujhMevASdUI,1.0
2020.0,summer,TPL_a,1,BJK.A,DP.A,DP.A,BJK.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230415?gameHash=ed52f20ed90e9efb&tab=overview,https://youtu.be/kL0wKBK2bwY?t=1,https://youtu.be/kL0wKBK2bwY?t=429,https://www.youtube.com/watch?v=gxbz-7gxFFY,1.0
2020.0,summer,TPL_a,1,AUR.A,FB.A,FB.A,AUR.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230420?gameHash=9ce71d12124e8dc5&tab=overview,https://youtu.be/e1Kgb5TzJ_Y?t=1,https://youtu.be/e1Kgb5TzJ_Y?t=417,https://www.youtube.com/watch?v=6GliJyVTTEU,1.0
2020.0,summer,TPL_a,1,SUP.A,IWC.A,IWC.A,SUP.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230431?gameHash=621f449be38fd2c8&tab=overview,https://youtu.be/k35CZ5W4mJY?t=1,https://youtu.be/k35CZ5W4mJY?t=389,https://www.youtube.com/watch?v=umj2ZHvg-1E,1.0
2020.0,summer,TPL_a,1,5R.A,RY.A,RY.A,5R.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230436?gameHash=c6ed0eaf0acf36fd&tab=overview,https://youtu.be/CL_7xiecKXM?t=1,https://youtu.be/CL_7xiecKXM?t=184,https://www.youtube.com/watch?v=ShXnZLo3ZDU,1.0
2020.0,summer,TPL_a,1,GS.A,GAL.A,GAL.A,GS.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230448?gameHash=1e6f7fd8b224cc67&tab=overview,https://youtu.be/OUmHyrD-cOo?t=1,https://youtu.be/OUmHyrD-cOo?t=415,https://www.youtube.com/watch?v=AlIVj5Kj8SU,1.0
2020.0,summer,TPL_a,1,FB.A,SUP.A,FB.A,SUP.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1220593?gameHash=d9a9fdfcfff3039c&tab=overview,,https://youtu.be/w8ZXpY3_ZZ4?t=24,https://www.youtube.com/watch?v=Hc8EuQVdP_k,1.0
2020.0,summer,TPL_a,1,IWC.A,5R.A,5R.A,IWC.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1220596?gameHash=ea257ccf1a824b5e&tab=overview,https://youtu.be/B9kmyBD-V84?t=1,https://youtu.be/B9kmyBD-V84?t=438,https://www.youtube.com/watch?v=bEFjXhurZIc,1.0
2020.0,summer,TPL_a,1,DP.A,GS.A,GS.A,DP.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1220603?gameHash=b4372af3c6e3cc29&tab=overview,https://youtu.be/t9M3UefjrHM?t=1,https://youtu.be/t9M3UefjrHM?t=363,https://www.youtube.com/watch?v=QG971Ibx2b4,1.0
2020.0,summer,TPL_a,1,RY.A,GAL.A,GAL.A,RY.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1220607?gameHash=b1b1b9e53e5219e5&tab=overview,https://youtu.be/AbZQlWaK2d4?t=1,https://youtu.be/AbZQlWaK2d4?t=370,https://www.youtube.com/watch?v=UHd32TvlxyY,1.0
2020.0,summer,TPL_a,1,AUR.A,BJK.A,BJK.A,AUR.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1220616?gameHash=3ea1df33f616448b&tab=overview,https://youtu.be/EGZi_UJScTs?t=1,https://youtu.be/EGZi_UJScTs?t=481,https://www.youtube.com/watch?v=Q-hWAfdlaQA,1.0
2020.0,summer,TPL_a,1,RY.A,DP.A,,,,,,,1.0
2020.0,summer,TPL_a,1,GAL.A,IWC.A,IWC.A,GAL.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230686?gameHash=358db033ddb01313&tab=overview,https://youtu.be/DEfQdB12JqM?t=1,https://youtu.be/DEfQdB12JqM?t=542,https://www.youtube.com/watch?v=y1tSGZMnrWU,1.0
2020.0,summer,TPL_a,1,GS.A,AUR.A,AUR.A,GS.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230690?gameHash=6e1e6a2dd642b0fc&tab=overview,https://youtu.be/hrn8jGuWvEU?t=1,https://youtu.be/hrn8jGuWvEU?t=407,https://www.youtube.com/watch?v=bvvepcCeXDw,1.0
2020.0,summer,TPL_a,1,5R.A,SUP.A,SUP.A,5R.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230698?gameHash=5d3b704f245fa829&tab=overview,https://youtu.be/RRXeP-P4F2g?t=1,https://youtu.be/RRXeP-P4F2g?t=425,https://www.youtube.com/watch?v=4z_EWiGQdQY,1.0
2020.0,summer,TPL_a,1,BJK.A,FB.A,BJK.A,FB.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230703?gameHash=372d17a2217a1bf2&tab=overview,https://youtu.be/iKmeQ3cRqtM?t=1,https://youtu.be/iKmeQ3cRqtM?t=466,https://www.youtube.com/watch?v=BnYwAKuksQw,1.0
2020.0,summer,TPL_a,2,SUP.A,GAL.A,SUP.A,GAL.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1520057?gameHash=fc0744e47dbdb8fb&tab=overview,https://youtu.be/c8cWErksglw?t=1,https://youtu.be/c8cWErksglw?t=325,https://www.youtube.com/watch?v=C9atq2gl9vU,1.0
2020.0,summer,TPL_a,2,BJK.A,GS.A,GS.A,BJK.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1520065?gameHash=b4346c9cbf0f165a&tab=overview,https://youtu.be/KDoZ1p4Q9-M?t=1,https://youtu.be/KDoZ1p4Q9-M?t=320,https://www.youtube.com/watch?v=XSCHIWgPQlQ,1.0
2020.0,summer,TPL_a,2,IWC.A,DP.A,DP.A,IWC.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1520073?gameHash=3e51c595b8f47141&tab=overview,https://youtu.be/jxL4PHp93wc?t=1,https://youtu.be/jxL4PHp93wc?t=390,https://www.youtube.com/watch?v=l3_Ik88ZTfA,1.0
2020.0,summer,TPL_a,2,FB.A,5R.A,FB.A,5R.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1520078?gameHash=251504927b66eced&tab=overview,https://youtu.be/J1JFCCihXyQ?t=1,https://youtu.be/J1JFCCihXyQ?t=394,https://www.youtube.com/watch?v=waBJnyjF_kQ,1.0
2020.0,summer,TPL_a,2,AUR.A,RY.A,RY.A,AUR.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1520083?gameHash=7a5f08af05b991fd&tab=overview,https://youtu.be/hUA2smM0X1Y?t=1,https://youtu.be/hUA2smM0X1Y?t=456,https://www.youtube.com/watch?v=CmK_mVV6jo0,1.0
2020.0,summer,TPL_a,2,GAL.A,5R.A,5R.A,GAL.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1510088?gameHash=5fdfa6ed7687b089&tab=overview,https://youtu.be/NlGrnYGtijs?t=1,https://youtu.be/NlGrnYGtijs?t=435,https://www.youtube.com/watch?v=FhtiXAB7sWU,1.0
