year,season,league_name,week,team_1,team_2,Blue,Red,MH,PB,Start,HL,MVP,set_number
2020.0,spring,VCS,4,,,CES,FL,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1284743?gameHash=3d44610b1b3e37a3,https://youtu.be/UPuvTNOLicA?t=135,https://youtu.be/UPuvTNOLicA?t=541,https://youtu.be/I5kWCpRy7CM?t=10,Yoshino,3.0
2020.0,spring,VCS,4,VGA,TS,VGA,TS,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1284771?gameHash=f9bfc4c78039fa90,https://youtu.be/AY_1OahwF48?t=308,https://youtu.be/AY_1OahwF48?t=738,https://youtu.be/aIE6SKEfld0?t=10,Celebrity,1.0
2020.0,spring,VCS,4,,,TS,VGA,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1284779?gameHash=f62721189d012f8a&tab=overview,https://youtu.be/2FDk_isgLsM?t=120,https://youtu.be/2FDk_isgLsM?t=605,https://youtu.be/-UC6dnGReh4?t=10,Celebrity,2.0
2020.0,spring,VCS,5,FTV,VGA,FTV,VGA,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1296686?gameHash=371ee80bf6150a90,https://youtu.be/VEhkJjUtCq8?t=358,https://youtu.be/VEhkJjUtCq8?t=813,https://youtu.be/02mUABhNYEo?t=10,Scary,1.0
2020.0,spring,VCS,5,,,VGA,FTV,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1296708?gameHash=d31af252d74ed7e5,https://youtu.be/TnIcog6IjJg?t=259,https://youtu.be/TnIcog6IjJg?t=866,https://youtu.be/E1SC3pdzaEk?t=10,Rika,2.0
2020.0,spring,VCS,5,,,FTV,VGA,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1296720?gameHash=040af5ee89fd1ce6,https://youtu.be/dgF-DidFCH8?t=75,https://youtu.be/dgF-DidFCH8?t=490,https://youtu.be/NECkRu1jQfI?t=10,Victory,3.0
2020.0,spring,VCS,5,FL,TS,FL,TS,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1296747?gameHash=42f9d302018317d9,https://youtu.be/uRtaOhRC-0k?t=490,https://youtu.be/uRtaOhRC-0k?t=1429,https://youtu.be/BqYJT58TAIU?t=10,DNK,1.0
2020.0,spring,VCS,5,,,TS,FL,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1296750?gameHash=0e7ce6691dbf22fa,https://youtu.be/GeQDBgN-IC0?t=99,https://youtu.be/GeQDBgN-IC0?t=585,https://youtu.be/LKtf4dZAdSI?t=10,Artifact,2.0
2020.0,spring,VCS,5,CES,EVS,CES,EVS,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1286964?gameHash=aa98cf6ef15d6970,https://youtu.be/6UNaqyBqZl0?t=430,https://youtu.be/6UNaqyBqZl0?t=928,https://youtu.be/9dz_6gq0ByI?t=10,Yado,1.0
2020.0,spring,VCS,5,,,EVS,CES,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1287011?gameHash=27d14558360fc42c,https://youtu.be/GXxWEMqCbDM?t=147,https://youtu.be/GXxWEMqCbDM?t=620,https://youtu.be/oXz2oV8tEjM?t=10,Artemis,2.0
2020.0,spring,VCS,5,DBL,GAM,DBL,GAM,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1287039?gameHash=3951bc2d34e59983,https://youtu.be/Qzh37ZozDDQ?t=294,https://youtu.be/Qzh37ZozDDQ?t=778,https://youtu.be/FdLMpV3olto?t=10,Palette,1.0
2020.0,spring,VCS,5,,,GAM,DBL,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1287054?gameHash=09562d5784bc819b,https://youtu.be/VVC1W2c3bOM?t=122,https://youtu.be/VVC1W2c3bOM?t=789,https://youtu.be/tgKjLisMhlg?t=10,Levi,2.0
