year,season,league_name,week,team_1,team_2,Blue,Red,MH,Vod,MVP,set_number
2020.0,summer,Challengers Korea,8,,,ASP,ESC,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1413484?gameHash=c706575dee3d5a65,http://vod.afreecatv.com/PLAYER/STATION/60101308,Prince,2.0
2020.0,summer,Challengers Korea,8,OZ,EM,OZ,EM,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1414352?gameHash=1e47a52c4612eddc,http://vod.afreecatv.com/PLAYER/STATION/60225269,Pilot,1.0
2020.0,summer,Challengers Korea,8,,,EM,OZ,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1414360?gameHash=95d9fc36b31232ce,http://vod.afreecatv.com/PLAYER/STATION/60227195,Scarlet,2.0
2020.0,summer,Challengers Korea,8,,,OZ,EM,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1414363?gameHash=7c2b7fa221f1b907,http://vod.afreecatv.com/PLAYER/STATION/60229667,Pilot,3.0
2020.0,summer,Challengers Korea,8,JAG,BRB,JAG,BRB,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1414373?gameHash=c0380f9207e9ba7d,http://vod.afreecatv.com/PLAYER/STATION/60232887,UmTi,1.0
2020.0,summer,Challengers Korea,8,,,BRB,JAG,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1414383?gameHash=37a6cb0116745d8c,http://vod.afreecatv.com/PLAYER/STATION/60235741,Hena,2.0
2020.0,summer,Challengers Korea,8,,,JAG,BRB,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1414390?gameHash=9d4d0b23b19c7d69,http://vod.afreecatv.com/PLAYER/STATION/60239324,Hena,3.0
2020.0,summer,Challengers Korea,9,RNW,BRB,RNW,BRB,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1404925?gameHash=d2cff309d2a45f47,http://vod.afreecatv.com/PLAYER/STATION/60345410,Last,1.0
2020.0,summer,Challengers Korea,9,,,BRB,RNW,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1404936?gameHash=f0268a594e0b7926,http://vod.afreecatv.com/PLAYER/STATION/60347046,Mightybear,2.0
2020.0,summer,Challengers Korea,9,,,RNW,BRB,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1404944?gameHash=df373392d2f1b163,http://vod.afreecatv.com/PLAYER/STATION/60348600,Moojin,3.0
2020.0,summer,Challengers Korea,9,GRF,ASP,GRF,ASP,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1404992?gameHash=cdf56524f4c3ec23,http://vod.afreecatv.com/PLAYER/STATION/60350855,Citrus,1.0
2020.0,summer,Challengers Korea,9,,,ASP,GRF,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1405001?gameHash=6a27c4d328ff9324,http://vod.afreecatv.com/PLAYER/STATION/60352613,cepted,2.0
2020.0,summer,Challengers Korea,9,,,GRF,ASP,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1405014?gameHash=9f68a6125edb040d,http://vod.afreecatv.com/PLAYER/STATION/60355412,Zzus,3.0
2020.0,summer,Challengers Korea,9,OZ,ESC,OZ,ESC,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1405122?gameHash=9d771e6659d84580&tab=overview,http://vod.afreecatv.com/PLAYER/STATION/60386689,Motive,1.0
2020.0,summer,Challengers Korea,9,,,ESC,OZ,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1405127?gameHash=d003e076dedbf433&tab=overview,http://vod.afreecatv.com/PLAYER/STATION/60388450,BroCColi,2.0
2020.0,summer,Challengers Korea,9,EM,JAG,EM,JAG,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1405130?gameHash=51a8e8320f13d1bd&tab=overview,http://vod.afreecatv.com/PLAYER/STATION/60390538,Yaharong,1.0
2020.0,summer,Challengers Korea,9,,,JAG,EM,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1405148?gameHash=5203e204e6108326&tab=overview,http://vod.afreecatv.com/PLAYER/STATION/60393313,Light,2.0
2020.0,summer,Challengers Korea,9,ESC,RNW,ESC,RNW,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1441159?gameHash=df971fbc8e5fd6ac,http://vod.afreecatv.com/PLAYER/STATION/60515640,Lapis,1.0
2020.0,summer,Challengers Korea,9,,,RNW,ESC,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1441166?gameHash=0cdb5c25f5845be7,http://vod.afreecatv.com/PLAYER/STATION/60517898,Harp,2.0
2020.0,summer,Challengers Korea,9,ASP,JAG,ASP,JAG,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1441175?gameHash=7f43eabb429f88e5,http://vod.afreecatv.com/PLAYER/STATION/60520930,Yaharong,1.0
2020.0,summer,Challengers Korea,9,,,JAG,ASP,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1441198?gameHash=50a02f57dd68d365,http://vod.afreecatv.com/PLAYER/STATION/60524060,UmTi,2.0
2020.0,summer,Challengers Korea,10,RNW,ASP,RNW,ASP,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1431547?gameHash=7acf34737c2a19d3,http://vod.afreecatv.com/PLAYER/STATION/60630133,Prince,1.0
2020.0,summer,Challengers Korea,10,,,ASP,RNW,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1431571?gameHash=d395d55f7cbfdccd,http://vod.afreecatv.com/PLAYER/STATION/60631734,Prince,2.0
2020.0,summer,Challengers Korea,10,BRB,GRF,BRB,GRF,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1431585?gameHash=0e15fa6990ac4687,http://vod.afreecatv.com/PLAYER/STATION/60633862,Hoya,1.0
2020.0,summer,Challengers Korea,10,,,GRF,BRB,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1431615?gameHash=a7a543c00c713328,http://vod.afreecatv.com/PLAYER/STATION/60636257,Citrus,2.0
