year,season,league_name,week,team_1,team_2,MVP,Blue,Red,MH,Vod,set_number
2020.0,spring,Challengers Korea,4,,,,ASR,JAG,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1296216?gameHash=2dbf86960bc65460,http://vod.afreecatv.com/PLAYER/STATION/53451809,2.0
2020.0,spring,Challengers Korea,4,DYN,SRB,Thal,DYN,SRB,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1296490?gameHash=50096484907b41e1,http://vod.afreecatv.com/PLAYER/STATION/53483058,1.0
2020.0,spring,Challengers Korea,4,,,,SRB,DYN,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1296532?gameHash=f5ca2a1f515e6697,http://vod.afreecatv.com/PLAYER/STATION/53484454,2.0
2020.0,spring,Challengers Korea,4,EM,OZ,Slugger,EM,OZ,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1296579?gameHash=3d3f403bcc1c062f,http://vod.afreecatv.com/PLAYER/STATION/53486544,1.0
2020.0,spring,Challengers Korea,4,,,,OZ,EM,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1296625?gameHash=18ad24dcd434ef10,http://vod.afreecatv.com/PLAYER/STATION/53488249,2.0
2020.0,spring,Challengers Korea,4,,,,EM,OZ,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1296648?gameHash=3c1ae898c23c7188,http://vod.afreecatv.com/PLAYER/STATION/53490481,3.0
2020.0,spring,Challengers Korea,4,JAG,BRB,Wizer,JAG,BRB,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1297403?gameHash=52368e19c4a6bcd2,http://vod.afreecatv.com/PLAYER/STATION/53604938,1.0
2020.0,spring,Challengers Korea,4,,,,BRB,JAG,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1297408?gameHash=88292d96c5af52de,http://vod.afreecatv.com/PLAYER/STATION/53606701,2.0
2020.0,spring,Challengers Korea,4,OZ,ASR,IDK,OZ,ASR,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1297422?gameHash=993f0be1f63702d8,http://vod.afreecatv.com/PLAYER/STATION/53609221,1.0
2020.0,spring,Challengers Korea,4,,,,ASR,OZ,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1297429?gameHash=fb58b3a323ad7556,http://vod.afreecatv.com/PLAYER/STATION/53611879,2.0
2020.0,spring,Challengers Korea,5,SRB,ASR,Roi,SRB,ASR,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1333093?gameHash=d8472bd9e27d87ca,http://vod.afreecatv.com/PLAYER/STATION/53718333,1.0
2020.0,spring,Challengers Korea,5,,,,ASR,SRB,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1333112?gameHash=6387eae59cc9cbd0,http://vod.afreecatv.com/PLAYER/STATION/53719662,2.0
2020.0,spring,Challengers Korea,5,,,,SRB,ASR,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1333132?gameHash=760dd8603d72464a,http://vod.afreecatv.com/PLAYER/STATION/53721640,3.0
2020.0,spring,Challengers Korea,5,SPG,JAG,Light,SPG,JAG,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1333197?gameHash=be47289b8f100936,http://vod.afreecatv.com/PLAYER/STATION/53724375,1.0
2020.0,spring,Challengers Korea,5,,,,JAG,SPG,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1333210?gameHash=469dd86c90e82352,http://vod.afreecatv.com/PLAYER/STATION/53726291,2.0
2020.0,spring,Challengers Korea,5,,,,SPG,JAG,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1333225?gameHash=8bd3f5b3ae4ba5d2,http://vod.afreecatv.com/PLAYER/STATION/53729001,3.0
2020.0,spring,Challengers Korea,5,EM,DYN,Execute,EM,DYN,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1323443?gameHash=b65e8da145dacb26,http://vod.afreecatv.com/PLAYER/STATION/53759097,1.0
2020.0,spring,Challengers Korea,5,,,,DYN,EM,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1333687?gameHash=1dd7e08fe565f90b,http://vod.afreecatv.com/PLAYER/STATION/53760718,2.0
2020.0,spring,Challengers Korea,5,,,,EM,DYN,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1333705?gameHash=1198a5ef4d6340ac,http://vod.afreecatv.com/PLAYER/STATION/53762489,3.0
2020.0,spring,Challengers Korea,5,BRB,OZ,SoaR,BRB,OZ,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1333755?gameHash=ff2ddad75e93609c,http://vod.afreecatv.com/PLAYER/STATION/53765023,1.0
2020.0,spring,Challengers Korea,5,,,,OZ,BRB,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1323577?gameHash=cccfec5fb51a855c,http://vod.afreecatv.com/PLAYER/STATION/53767332,2.0
2020.0,spring,Challengers Korea,5,,,,BRB,OZ,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1323606?gameHash=cc3e82c1d3a9feef,http://vod.afreecatv.com/PLAYER/STATION/53769548,3.0
2020.0,spring,Challengers Korea,6,JAG,SRB,Thal,JAG,SRB,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1315099?gameHash=1fb33252b5dfc053,http://vod.afreecatv.com/PLAYER/STATION/54538517,1.0
2020.0,spring,Challengers Korea,6,,,,SRB,JAG,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1315109?gameHash=e69de28bc2f48698,http://vod.afreecatv.com/PLAYER/STATION/54540060,2.0
2020.0,spring,Challengers Korea,6,,,,JAG,SRB,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1315116?gameHash=93c5dfeb04ed5824,http://vod.afreecatv.com/PLAYER/STATION/54542010,3.0
2020.0,spring,Challengers Korea,6,ASR,DYN,Kuzan,ASR,DYN,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1315131?gameHash=0455a74bb7e68506,http://vod.afreecatv.com/PLAYER/STATION/54543750,1.0
2020.0,spring,Challengers Korea,6,,,,DYN,ASR,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1315132?gameHash=da9ef91323eebf65,http://vod.afreecatv.com/PLAYER/STATION/54545896,2.0
2020.0,spring,Challengers Korea,6,OZ,EM,Juhan,OZ,EM,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1315315?gameHash=5798b4dd112261e2,http://vod.afreecatv.com/PLAYER/STATION/54577902,1.0
2020.0,spring,Challengers Korea,6,,,,EM,OZ,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1315332?gameHash=e5d03eff316d4120,http://vod.afreecatv.com/PLAYER/STATION/54579203,2.0
2020.0,spring,Challengers Korea,6,,,,OZ,EM,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1315346?gameHash=de839accc6552f85,http://vod.afreecatv.com/PLAYER/STATION/54580832,3.0
2020.0,spring,Challengers Korea,6,SRB,SPG,Tank,SRB,SPG,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1315374?gameHash=d855ae742659ddc2&tab=overview,http://vod.afreecatv.com/PLAYER/STATION/54582853,1.0
2020.0,spring,Challengers Korea,6,,,,SPG,SRB,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1315376?gameHash=4bd396c957960807,http://vod.afreecatv.com/PLAYER/STATION/54584675,2.0
2020.0,spring,Challengers Korea,6,BRB,ASR,Hollow,BRB,ASR,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1315891?gameHash=bdfbd8c2a70be2c4,http://vod.afreecatv.com/PLAYER/STATION/54696465,1.0
2020.0,spring,Challengers Korea,6,,,,ASR,BRB,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1315892?gameHash=9e355319af04fcfc,http://vod.afreecatv.com/PLAYER/STATION/54698469,2.0
2020.0,spring,Challengers Korea,6,DYN,JAG,Rich,DYN,JAG,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1315900?gameHash=c2982c65dadc813e,http://vod.afreecatv.com/PLAYER/STATION/54700559,1.0
2020.0,spring,Challengers Korea,6,,,,JAG,DYN,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1315904?gameHash=3205be2a79df2b1c,http://vod.afreecatv.com/PLAYER/STATION/54703472,2.0
2020.0,spring,Challengers Korea,6,EM,SPG,Winter,EM,SPG,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1326036?gameHash=4d34f9a6350b37ff,http://vod.afreecatv.com/PLAYER/STATION/54735068,1.0
2020.0,spring,Challengers Korea,6,,,,SPG,EM,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1315946?gameHash=31804a3881f0cbe0,http://vod.afreecatv.com/PLAYER/STATION/54737075,2.0
2020.0,spring,Challengers Korea,6,,,,EM,SPG,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1315948?gameHash=b3f9a3ca14055836,http://vod.afreecatv.com/PLAYER/STATION/54739353,3.0
2020.0,spring,Challengers Korea,6,DYN,OZ,Beyond,DYN,OZ,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1326045?gameHash=dfcc654f24a33074,http://vod.afreecatv.com/PLAYER/STATION/54742281,1.0
2020.0,spring,Challengers Korea,6,,,,OZ,DYN,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1315952?gameHash=8a511196b534714f,http://vod.afreecatv.com/PLAYER/STATION/54745490,2.0
2020.0,spring,Challengers Korea,7,BRB,EM,GankNam,BRB,EM,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1316027?gameHash=1a4a30d22d91d3e8,http://vod.afreecatv.com/PLAYER/STATION/54813145,1.0
2020.0,spring,Challengers Korea,7,,,,EM,BRB,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1316028?gameHash=64e8033975d3cf3f,http://vod.afreecatv.com/PLAYER/STATION/54814774,2.0
2020.0,spring,Challengers Korea,7,SPG,OZ,BroCColi,SPG,OZ,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1316032?gameHash=ed36a196eaf0355b,http://vod.afreecatv.com/PLAYER/STATION/54816289,1.0
2020.0,spring,Challengers Korea,7,,,,OZ,SPG,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1316035?gameHash=58ad46c20fdb3da9,http://vod.afreecatv.com/PLAYER/STATION/54818261,2.0
2020.0,spring,Challengers Korea,7,SRB,DYN,Sangyoon,SRB,DYN,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1332890?gameHash=23835e247db4a6a6,http://vod.afreecatv.com/PLAYER/STATION/54853046,1.0
2020.0,spring,Challengers Korea,7,,,,DYN,SRB,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1322985?gameHash=70ee04d50a483cbf,http://vod.afreecatv.com/PLAYER/STATION/54854352,2.0
2020.0,spring,Challengers Korea,7,,,,SRB,DYN,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1322985?gameHash=70ee04d50a483cbf,http://vod.afreecatv.com/PLAYER/STATION/54856446,3.0
2020.0,spring,Challengers Korea,7,ASR,JAG,Light,ASR,JAG,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1323081?gameHash=c07191538ad30ba5,http://vod.afreecatv.com/PLAYER/STATION/54858514,1.0
2020.0,spring,Challengers Korea,7,,,,JAG,ASR,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1323089?gameHash=d8bee5009674cfd9,http://vod.afreecatv.com/PLAYER/STATION/54860886,2.0
2020.0,spring,Challengers Korea,7,,,,ASR,JAG,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1323113?gameHash=864fe7dfa6bdeeaf,http://vod.afreecatv.com/PLAYER/STATION/54863063,3.0
2020.0,spring,Challengers Korea,7,SPG,BRB,Wizer,SPG,BRB,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1333919?gameHash=a74a27b86cc15bfe,http://vod.afreecatv.com/PLAYER/STATION/54974036,1.0
2020.0,spring,Challengers Korea,7,,,,BRB,SPG,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1333920?gameHash=3735c360057af958,http://vod.afreecatv.com/PLAYER/STATION/54976107,2.0
2020.0,spring,Challengers Korea,7,EM,ASR,Scarlet,EM,ASR,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1333928?gameHash=837b502231975d3a,http://vod.afreecatv.com/PLAYER/STATION/54978639,1.0
2020.0,spring,Challengers Korea,7,,,,ASR,EM,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1333938?gameHash=84d60988fa0ba6a0,http://vod.afreecatv.com/PLAYER/STATION/54981001,2.0
2020.0,spring,Challengers Korea,7,,,,EM,ASR,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1333944?gameHash=49595c3a2dac90aa,http://vod.afreecatv.com/PLAYER/STATION/54983985,3.0
2020.0,spring,Challengers Korea,7,JAG,SPG,Zzus,JAG,SPG,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1334097?gameHash=350cb033b8b36767,http://vod.afreecatv.com/PLAYER/STATION/54976182,1.0
2020.0,spring,Challengers Korea,7,,,,SPG,JAG,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1334104?gameHash=46ecb4b0f1bce011,http://vod.afreecatv.com/PLAYER/STATION/54976323,2.0
2020.0,spring,Challengers Korea,7,,,,JAG,SPG,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1334110?gameHash=9d74fab50ebbb978,http://vod.afreecatv.com/PLAYER/STATION/54978639,3.0
2020.0,spring,Challengers Korea,7,DYN,EM,Rich,DYN,EM,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1334130?gameHash=5d3b2bb48f90af84,http://vod.afreecatv.com/PLAYER/STATION/54983985,1.0
2020.0,spring,Challengers Korea,7,,,,EM,DYN,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1334140?gameHash=038eb4783f0d138a,http://vod.afreecatv.com/PLAYER/STATION/54984189,2.0
2020.0,spring,Challengers Korea,8,OZ,BRB,Wizer,OZ,BRB,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1334484?gameHash=f71398710f9f4662,http://vod.afreecatv.com/PLAYER/STATION/55089343,1.0
2020.0,spring,Challengers Korea,8,,,,BRB,OZ,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1334495?gameHash=2d2a81af40db17bd,http://vod.afreecatv.com/PLAYER/STATION/55092511,2.0
