year,season,league_name,week,team_1,team_2,Blue,Red,MH,PB,Start,HL,MVP,Post,set_number
2020.0,spring,TCL,2,DP,GAL,DP,GAL,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1130630?gameHash=b1b183ad3374db06,https://youtu.be/16FzXpaZYYU?t=1,https://youtu.be/16FzXpaZYYU?t=424,https://www.youtube.com/watch?v=L0RixsT2ncg,Juuzou,,1.0
2020.0,spring,TCL,2,IW,5R,IW,5R,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1130643?gameHash=15bb88ac79a622a1&tab=overview,https://youtu.be/FxV5B161XD4?t=1,https://youtu.be/FxV5B161XD4?t=440,https://www.youtube.com/watch?v=_TSGCKHUkx8,Mayhem,,1.0
2020.0,spring,TCL,2,5R,RYL,5R,RYL,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1130723?gameHash=c5113e7f25839c2e&tab=overview,https://youtu.be/OviW5mbhunU?t=1,https://youtu.be/OviW5mbhunU?t=476,https://www.youtube.com/watch?v=lE1cUJzRySs,Japone,,1.0
2020.0,spring,TCL,2,FB,SUP,SUP,FB,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1130734?gameHash=88de231d14ea4b07&tab=overview,https://youtu.be/5u--E4fpQCw?t=1,https://youtu.be/5u--E4fpQCw?t=407,https://www.youtube.com/watch?v=BSUfWDgluDA,HiRit,,1.0
2020.0,spring,TCL,2,BJK,AUR,AUR,BJK,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1130739?gameHash=4ddb470392dd9248&tab=overview,https://youtu.be/BpAOmt4RLrs?t=1,https://youtu.be/BpAOmt4RLrs?t=399,https://www.youtube.com/watch?v=wjwyJtV3Q-c,EliWood,,1.0
2020.0,spring,TCL,2,GAL,IW,IW,GAL,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1130748?gameHash=8f544ac73c53a606&tab=overview,https://youtu.be/qBDoPXACwXw?t=1,https://youtu.be/qBDoPXACwXw?t=508,https://www.youtube.com/watch?v=2-iR0bZoeJg,StarScreen,,1.0
2020.0,spring,TCL,3,AUR,FB,FB,AUR,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1410150?gameHash=d4c94118b9e7931c,https://youtu.be/kIiEL2qXDi0?t=1,https://youtu.be/kIiEL2qXDi0?t=444,https://www.youtube.com/watch?v=zQog6ZxbN4Q,Neos,,1.0
2020.0,spring,TCL,3,5R,GAL,5R,GAL,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1410157?gameHash=9f62ab2b91de0518,https://youtu.be/Fq2rHjV0xwE?t=1,https://youtu.be/Fq2rHjV0xwE?t=520,https://www.youtube.com/watch?v=f_GWKWBVzTo,Luana,,1.0
2020.0,spring,TCL,3,RYL,BJK,BJK,RYL,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1410168?gameHash=13cf266853daa45b,https://youtu.be/lXvbtSatTqM?t=1,https://youtu.be/lXvbtSatTqM?t=458,https://www.youtube.com/watch?v=QXk6QUuZ0BY,Sevi9,,1.0
2020.0,spring,TCL,3,SUP,DP,DP,SUP,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1410179?gameHash=27acb2e900d5f891,https://youtu.be/tClaetwGzec?t=1,https://youtu.be/tClaetwGzec?t=472,https://www.youtube.com/watch?v=-nc2zDs1CKk,Armut,,1.0
2020.0,spring,TCL,3,FB,BJK,BJK,FB,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1410249?gameHash=cc89ee060a30792d,https://youtu.be/J6V7-15AKzI?t=1,https://youtu.be/J6V7-15AKzI?t=445,https://www.youtube.com/watch?v=qi086lpNDQ0,Rare,,1.0
2020.0,spring,TCL,3,GAL,RYL,GAL,RYL,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1410263?gameHash=6efa3417d38f5c3c,https://youtu.be/33MSteHOZC4?t=1,https://youtu.be/33MSteHOZC4?t=458,https://www.youtube.com/watch?v=kFdYZZ-GwMU,Japone,,1.0
2020.0,spring,TCL,3,DP,AUR,DP,AUR,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1410272?gameHash=2aca4725258151d2,https://youtu.be/tDS09zJqD50?t=1,https://youtu.be/tDS09zJqD50?t=242,https://www.youtube.com/watch?v=PbIgL5eShIE,WaenA,,1.0
2020.0,spring,TCL,3,SUP,IW,IW,SUP,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1410279?gameHash=4d2de418d1e679e1,https://youtu.be/59v52fEmt3E?t=1,https://youtu.be/59v52fEmt3E?t=461,https://www.youtube.com/watch?v=4J9GwGisc5o,Armut,,1.0
2020.0,spring,TCL,4,BJK,DP,DP,BJK,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1400781?gameHash=f3296e2e58f8fe7b,https://youtu.be/t-4bq6AbJbk?t=1,https://youtu.be/t-4bq6AbJbk?t=465,https://www.youtube.com/watch?v=O_qlK9P9eyg,WaenA,,1.0
2020.0,spring,TCL,4,RYL,FB,FB,RYL,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1400797?gameHash=ff3c810ce564d531,https://youtu.be/X5no3rwLmJM?t=1,https://youtu.be/X5no3rwLmJM?t=452,https://www.youtube.com/watch?v=2QvHh9QCrLo,Blue,,1.0
2020.0,spring,TCL,4,5R,SUP,SUP,5R,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1400811?gameHash=651cedd311fd6f36,https://youtu.be/OE9-lwaCOeE?t=1,https://youtu.be/OE9-lwaCOeE?t=513,https://www.youtube.com/watch?v=AqS127ihvLw,Armut,,1.0
2020.0,spring,TCL,4,AUR,IW,AUR,IW,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1400827?gameHash=9f0535da9b561501,https://youtu.be/hi6zl_NjUTo?t=1,https://youtu.be/hi6zl_NjUTo?t=484,https://www.youtube.com/watch?v=PpjO2H7Od04,Serin,,1.0
2020.0,spring,TCL,4,SUP,GAL,GAL,SUP,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1400921?gameHash=a7f703a186020eb5,https://youtu.be/BBNGdlcrMLI?t=1,https://youtu.be/BBNGdlcrMLI?t=527,https://www.youtube.com/watch?v=OxJT3swXxJM,Bolulu,,1.0
2020.0,spring,TCL,4,AUR,5R,5R,AUR,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1400929?gameHash=a93467d8370bf291,https://youtu.be/poXUeqoz6CY?t=1,https://youtu.be/poXUeqoz6CY?t=438,https://www.youtube.com/watch?v=aHzDiqDNBYg,Madly,,1.0
2020.0,spring,TCL,4,IW,BJK,BJK,IW,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1400938?gameHash=f53498bfd36b2539,https://youtu.be/4aioS9vn2Nc?t=1,https://youtu.be/4aioS9vn2Nc?t=563,https://www.youtube.com/watch?v=dUxgDkDf2f4,Kireas,,1.0
2020.0,spring,TCL,4,DP,FB,FB,DP,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1400944?gameHash=a5c1a7a7ba0f0a22,https://youtu.be/p9k3nXkDCt4?t=1,https://youtu.be/p9k3nXkDCt4?t=362,https://www.youtube.com/watch?v=BHfiHDAg32M,WaenA,,1.0
2020.0,spring,TCL,5,GAL,AUR,AUR,GAL,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1170139?gameHash=bbe8adcaa9eee13a&tab=overview,https://www.youtube.com/watch?v=zw5TpICAFeI?t=1,https://youtu.be/zw5TpICAFeI?t=301,https://www.youtube.com/watch?v=ux5rd39lVi8,Luana,,1.0
2020.0,spring,TCL,5,BJK,5R,5R,BJK,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1170154?gameHash=882861be26fc2c11&tab=overview,https://www.youtube.com/watch?v=QGDaQO_BFFk?t=1,https://youtu.be/QGDaQO_BFFk?t=495,https://www.youtube.com/watch?v=zTabKHBgt1U,Korpse,,1.0
2020.0,spring,TCL,5,RYL,DP,DP,RYL,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1170171?gameHash=a642a2563e5af586&tab=overview,https://www.youtube.com/watch?v=p0-bzbfgc28?t=1,https://youtu.be/p0-bzbfgc28?t=481,https://www.youtube.com/watch?v=rDETmvBqjHY,Wasteee,,1.0
